canonical_task_id,harnesses_tried,deduplicated_attempts,graded_attempts,successful_attempts,accuracy_winner_harnesses,accuracy_winner_samples,lowest_success_tokens,token_winner_harness,token_winner_variant,token_winner_job,token_winner_trial,lowest_success_cost_usd,cost_winner_harness,cost_winner_variant,cost_winner_job,cost_winner_trial,fastest_success_seconds,time_winner_harness,time_winner_variant,time_winner_job,time_winner_trial,token_winner_trace_path,token_winner_trace_status,cost_winner_trace_path,cost_winner_trace_status,time_winner_trace_path,time_winner_trace_status
sympy__sympy-14976,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,17,14,7,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 1/3; codex 2/3; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 1/4,263955,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-14976__9e9888f,0.2282,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-14976__2JgsWCW,73.5,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-14976__9e9888f,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-14976__9e9888f/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-14976__2JgsWCW/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-14976__9e9888f/trajectory.json.gz,downloaded
sympy__sympy-15017,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,3,mini-swe-agent; subconscious-code,mini-swe-agent 1/2; subconscious-code 2/3,93701,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-15017__2cba9ef,0.2801,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-15017__aTsiZri,115.4,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-15017__2cba9ef,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-15017__2cba9ef/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-15017__aTsiZri/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-15017__2cba9ef/trajectory.json.gz,downloaded
sympy__sympy-15345,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,11,11,8,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 1/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/4,75988,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-15345__dF6rpZR,0.1276,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-15345__8geSQpV,99.6,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,sympy__sympy-15345__x8vRxVS,swebench-verified-winning-traces/0017241088a1/sympy__sympy-15345__dF6rpZR/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-15345__8geSQpV/trajectory.json.gz,downloaded,swebench-verified-winning-traces/b1a03feecef5/sympy__sympy-15345__x8vRxVS/trajectory.json.gz,downloaded
sympy__sympy-15349,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,153,138,11,codex; mini-swe-agent; opencode; pi; subconscious-code,codex 2/3; mini-swe-agent 2/126; opencode 1/1; pi 1/1; subconscious-code 5/5,79707,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-15349__2fbf8d8,0.0902,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-15349__GRaqtt7,67.3,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-15349__2fbf8d8,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-15349__2fbf8d8/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-15349__GRaqtt7/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-15349__2fbf8d8/trajectory.json.gz,downloaded
sympy__sympy-15599,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,22,15,5,claude-code; codex; mini-swe-agent; opencode,claude-code 2/3; codex 1/2; mini-swe-agent 1/4; opencode 1/1,1169574,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,sympy__sympy-15599__KySbkqS,0.5899,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-15599__7reoutN,562.1,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,sympy__sympy-15599__iFkFcye,swebench-verified-winning-traces/b1a03feecef5/sympy__sympy-15599__KySbkqS/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-15599__7reoutN/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/sympy__sympy-15599__iFkFcye/trajectory.json.gz,downloaded
sympy__sympy-15809,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,12,10,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,71248,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,sympy__sympy-15809__Gaq62or,0.0884,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-15809__Ntu3pxp,79.3,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-15809__303a7c8,swebench-verified-winning-traces/63518ecf1697/sympy__sympy-15809__Gaq62or/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-15809__Ntu3pxp/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-15809__303a7c8/trajectory.json.gz,downloaded
sympy__sympy-15875,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,11,11,0,,,,,,,,,,,,,,,,,,,not_selected,,not_selected,,not_selected
sympy__sympy-15976,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,32,24,6,claude-code; codex; mini-swe-agent; opencode,claude-code 2/4; codex 2/2; mini-swe-agent 1/12; opencode 1/1,224997,codex,codex | subconscious/glm-5.2 | e2b | python,a68304ea3a4a,sympy__sympy-15976__2f55da2,0.0755,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,f635b0579980,sympy__sympy-15976__aFRFNfx,259.7,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,sympy__sympy-15976__7140aca,swebench-verified-winning-traces/a68304ea3a4a/sympy__sympy-15976__2f55da2/trajectory.json.gz,downloaded,swebench-verified-winning-traces/f635b0579980/sympy__sympy-15976__aFRFNfx/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1970c693b4a5/sympy__sympy-15976__7140aca/trajectory.json.gz,downloaded
sympy__sympy-16450,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,156,120,106,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 1/2; codex 3/3; mini-swe-agent 96/108; opencode 1/1; pi 1/1; subconscious-code 4/5,77114,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-16450__4221baf,0.0461,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,cfe4b60a18bf,sympy__sympy-16450__tkUE4Dm,160.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-16450__4221baf,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-16450__4221baf/trajectory.json.gz,downloaded,swebench-verified-winning-traces/cfe4b60a18bf/sympy__sympy-16450__tkUE4Dm/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-16450__4221baf/trajectory.json.gz,downloaded
sympy__sympy-16597,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,140,53,3,codex; opencode; pi,codex 1/3; opencode 1/2; pi 1/1,2625331,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,sympy__sympy-16597__4pypB9g,,,,,,1651.6,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,sympy__sympy-16597__4pypB9g,swebench-verified-winning-traces/b1a03feecef5/sympy__sympy-16597__4pypB9g/trajectory.json.gz,downloaded,,not_selected,swebench-verified-winning-traces/b1a03feecef5/sympy__sympy-16597__4pypB9g/trajectory.json.gz,downloaded
sympy__sympy-16766,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,9,7,claude-code; codex; opencode; pi; subconscious-code,claude-code 1/2; codex 1/1; opencode 1/1; pi 1/1; subconscious-code 3/3,102676,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-16766__c957440,0.2371,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,sympy__sympy-16766__Sa5z6vV,51.0,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-16766__4e1948a,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-16766__c957440/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63ca9a349e63/sympy__sympy-16766__Sa5z6vV/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-16766__4e1948a/trajectory.json.gz,downloaded
sympy__sympy-16792,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,336,297,246,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,claude-code 3/5; codex 6/6; mini-swe-agent 227/275; opencode 2/2; pi 1/2; subconscious-code 6/6; unknown 1/1,224580,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-16792__PPkJqZf,0.0313,mini-swe-agent,mini-swe-agent | glm | e2b | python,8b327acd2052,sympy__sympy-16792__vyGmCAn,105.5,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-16792__cfe4aa1,swebench-verified-winning-traces/0017241088a1/sympy__sympy-16792__PPkJqZf/trajectory.json.gz,existing,swebench-verified-winning-traces/8b327acd2052/sympy__sympy-16792__vyGmCAn/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-16792__cfe4aa1/trajectory.json.gz,downloaded
sympy__sympy-16886,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,8,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 2/2,30832,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-16886__f0d5473,0.0205,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-16886__gVcsFhY,62.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,sympy__sympy-16886__BuQpjSR,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-16886__f0d5473/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-16886__gVcsFhY/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63ca9a349e63/sympy__sympy-16886__BuQpjSR/trajectory.json.gz,downloaded
sympy__sympy-17139,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,7,claude-code; mini-swe-agent; opencode; pi; subconscious-code,claude-code 1/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,44876,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-17139__be13860,0.0472,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-17139__4gpwKJy,188.5,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-17139__be13860,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-17139__be13860/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-17139__4gpwKJy/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-17139__be13860/trajectory.json.gz,downloaded
sympy__sympy-17318,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,4,claude-code; opencode; subconscious-code,claude-code 2/2; opencode 1/1; subconscious-code 1/2,267737,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,sympy__sympy-17318__avZygui,1.2183,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,sympy__sympy-17318__VFrDNii,366.4,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,sympy__sympy-17318__avZygui,swebench-verified-winning-traces/63518ecf1697/sympy__sympy-17318__avZygui/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63ca9a349e63/sympy__sympy-17318__VFrDNii/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63518ecf1697/sympy__sympy-17318__avZygui/trajectory.json.gz,downloaded
sympy__sympy-17630,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,4,claude-code; codex; mini-swe-agent; opencode,claude-code 1/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1,3004963,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-17630__Wi4QWAr,0.515,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-17630__Wi4QWAr,405.2,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-17630__Wi4QWAr,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-17630__Wi4QWAr/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-17630__Wi4QWAr/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-17630__Wi4QWAr/trajectory.json.gz,downloaded
sympy__sympy-17655,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,165,129,95,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/4; codex 3/4; mini-swe-agent 86/114; opencode 1/1; subconscious-code 3/4,44655,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-17655__ac514ef,0.0352,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,75919ad94f7b,sympy__sympy-17655__PcSNsLb,62.7,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-17655__ac514ef,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-17655__ac514ef/trajectory.json.gz,downloaded,swebench-verified-winning-traces/75919ad94f7b/sympy__sympy-17655__PcSNsLb/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-17655__ac514ef/trajectory.json.gz,downloaded
sympy__sympy-18189,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,30,24,21,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/4; codex 2/2; mini-swe-agent 11/12; opencode 1/1; pi 1/1; subconscious-code 4/4,66350,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-18189__gLucy9y,0.0259,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,f635b0579980,sympy__sympy-18189__dSdCkru,102.1,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-18189__7d52dd5,swebench-verified-winning-traces/0017241088a1/sympy__sympy-18189__gLucy9y/trajectory.json.gz,existing,swebench-verified-winning-traces/f635b0579980/sympy__sympy-18189__dSdCkru/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-18189__7d52dd5/trajectory.json.gz,downloaded
sympy__sympy-18199,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,102,44,0,,,,,,,,,,,,,,,,,,,not_selected,,not_selected,,not_selected
sympy__sympy-18211,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,333,292,129,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 1/5; codex 1/6; mini-swe-agent 123/272; opencode 2/2; subconscious-code 2/5,203187,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,54cf45254864,sympy__sympy-18211__N8C9huK,0.046,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,f69b852a3a31,sympy__sympy-18211__QmbUgsf,143.8,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,4c00e05c1215,sympy__sympy-18211__Mw4sR7M,swebench-verified-winning-traces/54cf45254864/sympy__sympy-18211__N8C9huK/trajectory.json.gz,downloaded,swebench-verified-winning-traces/f69b852a3a31/sympy__sympy-18211__QmbUgsf/trajectory.json.gz,downloaded,swebench-verified-winning-traces/4c00e05c1215/sympy__sympy-18211__Mw4sR7M/trajectory.json.gz,downloaded
sympy__sympy-18698,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,4,claude-code; mini-swe-agent; opencode; subconscious-code,claude-code 1/2; mini-swe-agent 1/2; opencode 1/1; subconscious-code 1/3,1276637,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,sympy__sympy-18698__e7yoqcz,0.3384,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-18698__bxHnKSA,492.2,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-18698__bxHnKSA,swebench-verified-winning-traces/63518ecf1697/sympy__sympy-18698__e7yoqcz/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-18698__bxHnKSA/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-18698__bxHnKSA/trajectory.json.gz,downloaded
sympy__sympy-18763,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,123,70,6,mini-swe-agent; opencode; pi,mini-swe-agent 4/57; opencode 1/2; pi 1/1,95923,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,e91bc1bf4b3c,sympy__sympy-18763__3p65bdR,0.0277,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,db8d33490582,sympy__sympy-18763__ovtu3TF,228.1,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,db8d33490582,sympy__sympy-18763__ovtu3TF,swebench-verified-winning-traces/e91bc1bf4b3c/sympy__sympy-18763__3p65bdR/trajectory.json.gz,downloaded,swebench-verified-winning-traces/db8d33490582/sympy__sympy-18763__ovtu3TF/trajectory.json.gz,downloaded,swebench-verified-winning-traces/db8d33490582/sympy__sympy-18763__ovtu3TF/trajectory.json.gz,downloaded
sympy__sympy-19040,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,10,7,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 1/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 1/1,1650747,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,sympy__sympy-19040__vrNZ3z2,0.598,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-19040__NhoPhTK,466.9,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-19040__NhoPhTK,swebench-verified-winning-traces/63518ecf1697/sympy__sympy-19040__vrNZ3z2/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-19040__NhoPhTK/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-19040__NhoPhTK/trajectory.json.gz,downloaded
sympy__sympy-19346,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,149,128,118,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 1/2; codex 2/3; mini-swe-agent 111/117; opencode 1/1; pi 1/1; subconscious-code 2/4,48786,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-19346__QkfRMDH,0.0437,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,94d64da13b03,sympy__sympy-19346__hLAy8WZ,70.0,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-19346__QkfRMDH,swebench-verified-winning-traces/0017241088a1/sympy__sympy-19346__QkfRMDH/trajectory.json.gz,existing,swebench-verified-winning-traces/94d64da13b03/sympy__sympy-19346__hLAy8WZ/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/sympy__sympy-19346__QkfRMDH/trajectory.json.gz,existing
sympy__sympy-19495,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,89,41,16,codex; mini-swe-agent; opencode; subconscious-code,codex 1/2; mini-swe-agent 10/29; opencode 1/1; subconscious-code 4/4,154014,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-19495__44fa76a,0.0453,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,75919ad94f7b,sympy__sympy-19495__3RQ3Eqz,59.9,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-19495__802b99a,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-19495__44fa76a/trajectory.json.gz,downloaded,swebench-verified-winning-traces/75919ad94f7b/sympy__sympy-19495__3RQ3Eqz/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-19495__802b99a/trajectory.json.gz,downloaded
